name,area,direction,floor,total_list,price_list,room,hall,jiading,fengxian,baoshan,chongming,xuhui,putuo,yangpu,songjiang,pudong,hongkou,jinshan,changning,minhang,qingpu,jingan,huangpu,qita,maopi,jianzhuang,jingzhuang
东上海中心 ,122.99,1.0,24层,555,106920,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
合生江湾国际公寓 ,41.86,1.0,低楼层(共11层),1315,88868,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
公交新村 ,112.3,1.0,低楼层(共7层),372,99733,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
东森花园 ,66.4,1.0,高楼层(共11层),1120,79820,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
中环和乐苑 ,34.4,1.0,低楼层(共16层),530,72094,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
控江东三村 ,39.01,1.0,中楼层(共6层),248,80749,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
控江二村 ,458,1.0,中楼层(共5层),315,92795,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
尚浦名邸 ,281,1.0,低楼层(共15层),4250,110321,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
华润置地橡树湾 ,87.9,1.0,高楼层(共13层),3100,135382,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
华润置地橡树湾 ,179.06,1.0,中楼层(共13层),1190,93824,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
创智坊(公寓) ,130.41,1.0,低楼层(共8层),1680,79979,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
九州丽园 ,215.54,1.0,高楼层(共6层),1043,88151,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
佳泰花园 ,165.65,1.0,高楼层(共6层),1900,92968,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
文化佳园 ,133.74,1.0,高楼层(共5层),1540,115897,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
盛世豪园(二期) ,135.54,1.0,低楼层(共18层),1550,92593,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
汇元坊 ,315.05,1.0,高楼层(共15层),1255,69196,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
黄兴绿园 ,115.06,1.0,低楼层(共17层),1380,94647,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
华升新苑 ,189.59,1.0,低楼层(共17层),1089,70152,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
怡佳苑 ,102.5,1.0,高楼层(共6层),738,82440,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
图们小区 ,89.49,1.0,中楼层(共20层),600,128506,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
华润置地橡树湾 ,110.44,1.0,低楼层(共13层),1150,74973,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
凤凰大楼 ,153.73,1.0,高楼层(共25层),828,98225,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
伊东苑 ,88.68,1.0,高楼层(共6层),1510,130808,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
华润置地橡树湾 ,102.5,1.0,中楼层(共13层),1160,82440,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
政立苑 ,139.75,1.0,高楼层(共5层),1090,90877,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
望春都市家园 ,133.72,1.0,中楼层(共9层),1270,94227,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
望春都市家园 ,133.23,1.0,高楼层(共9层),1260,86317,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
大运盛城 ,186,1.0,高楼层(共28层),1150,122581,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
九龙仓玺园 ,191.68,1.0,低楼层(共13层),2280,114253,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
尚浦名邸 ,232.7,1.0,低楼层(共15层),2190,73915,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
华晖绿苑 ,242.54,1.0,高楼层(共13层),1720,94830,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
佳泰花园 ,210.8,1.0,低楼层(共6层),1280,120968,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
华润置地橡树湾 ,130.95,1.0,中楼层(共18层),2550,87820,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
韵都城 ,93.18,1.0,低楼层(共16层),1150,89612,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
鞍山路310弄 ,91.11,1.0,中楼层(共7层),835,73099,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
汽车公寓小区 ,270.73,1.0,高楼层(共5层),666,98992,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
华润置地橡树湾 ,120.89,1.0,低楼层(共13层),2680,109191,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
佳龙花园 ,169.47,1.0,12层,1320,102083,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
城市丽园 ,122.84,1.0,高楼层(共14层),1730,92804,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
黄兴绿园 ,99.92,1.0,低楼层(共6层),1140,91073,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
韵都城 ,34.36,1.0,中楼层(共17层),910,81491,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
政通路285弄 ,136.32,1.0,高楼层(共6层),280,92430,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
黄兴绿园 ,155.86,1.0,中楼层(共12层),1260,94958,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
望春都市家园 ,126.84,1.0,高楼层(共11层),1480,92243,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
华升新苑 ,117.09,1.0,低楼层(共6层),1170,73448,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
鞍山四村第三小区 ,128,1.0,高楼层(共7层),860,103125,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
公园3000黄兴花园 ,99.92,1.0,中楼层(共18层),1320,91073,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
韵都城 ,122.84,1.0,中楼层(共17层),910,92804,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
黄兴绿园 ,233.86,1.0,低楼层(共6层),1140,77739,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
莱茵半岛 ,128.58,1.0,低楼层(共8层),1818,89283,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
华升新苑 ,130.41,1.0,低楼层(共6层),1148,108351,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
文化佳园 ,52.65,1.0,中楼层(共7层),1413,66667,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
市光四村 ,49.79,1.0,中楼层(共6层),351,63869,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
三门路510弄 ,53.03,1.0,低楼层(共7层),318,73167,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
怡佳苑 ,48.73,1.0,高楼层(共7层),388,63616,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
工农三村 ,50.33,1.0,高楼层(共6层),310,65369,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
黑山小区 ,23.86,0.0,高楼层(共6层),329,85918,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
鞍山三村 ,36.1,1.0,中楼层(共5层),205,74516,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
翔殷路491弄 ,42.1,1.0,高楼层(共6层),269,66509,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
三门路358弄 ,51.26,1.0,高楼层(共7层),280,84862,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
鞍山六村 ,57.56,1.0,中楼层(共6层),435,62544,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
市光三村 ,29.43,0.0,中楼层(共6层),360,73055,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
本溪路149弄 ,32.06,0.0,中楼层(共5层),215,71429,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
双辽新村 ,34.69,1.0,低楼层(共7层),229,76103,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
延吉四村 ,42.23,0.0,中楼层(共6层),264,62515,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
民星二村 ,43.26,1.0,高楼层(共6层),264,58946,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
开鲁四村 ,99.76,1.0,高楼层(共6层),255,100241,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
创智坊(公寓) ,135.2,1.0,中楼层(共13层),1000,105030,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
合生江湾国际公寓 ,174.71,1.0,中楼层(共8层),1420,119055,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
华润置地橡树湾 ,42.87,1.0,高楼层(共20层),2080,106135,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
密云小区 ,150.86,1.0,中楼层(共6层),455,98768,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
欧洲凯城园 ,58.56,1.0,低楼层(共17层),1490,78552,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
秦家弄小区 ,103.88,1.0,中楼层(共7层),460,107143,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
合生江湾国际公寓 ,54.16,1.0,中楼层(共11层),1113,84934,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
鞍山四村第一小区 ,104.72,1.0,低楼层(共6层),460,109817,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
同济绿园 ,132.51,1.0,高楼层(共11层),1150,90409,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
汇元坊 ,88.75,1.0,中楼层(共7层),1198,85409,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
益晖新苑 ,91.61,1.0,低楼层(共13层),758,70953,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
浣纱五村 ,97.56,1.0,低楼层(共25层),650,72776,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
海鹏花苑 ,66.07,1.0,高楼层(共24层),710,66445,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
延吉六村 ,48.29,1.0,中楼层(共14层),439,71444,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
松花一村 ,46.3,1.0,中楼层(共6层),345,73435,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
安图新村 ,96.33,1.0,高楼层(共5层),340,85955,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
韵都城 ,63.1,1.0,低楼层(共17层),828,78447,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
双阳路604弄 ,168.25,1.0,高楼层(共7层),495,101041,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
创智坊(公寓) ,95.5,1.0,中楼层(共9层),1700,99477,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
长阳新苑 ,58.37,1.0,低楼层(共11层),950,70756,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
凤城二村 ,46.82,1.0,高楼层(共5层),413,57668,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
控江四村 ,87.11,1.0,低楼层(共5层),270,57170,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
开鲁六村 ,38.5,1.0,高楼层(共6层),498,76624,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
张家浜小区 ,44.82,1.0,高楼层(共7层),295,72513,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
控江六村 ,52.72,1.0,中楼层(共5层),325,79667,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
公交新村 ,50.86,1.0,高楼层(共6层),420,85529,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
中环和润苑 ,47.53,1.0,高楼层(共32层),435,80792,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
公交新村 ,44.49,1.0,中楼层(共5层),384,66532,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
控江路896弄 ,85.01,1.0,中楼层(共5层),296,78815,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
长华绿苑 ,49.39,1.0,中楼层(共7层),670,70865,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
鞍山四村第一小区 ,37.48,1.0,低楼层(共6层),350,76041,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
鞍山四村第一小区 ,78.6,1.0,低楼层(共6层),285,93894,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
长白新城 ,40.48,1.0,低楼层(共16层),738,113390,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
密云小区 ,102.26,1.0,高楼层(共6层),459,99746,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
新江湾城雍景苑 ,36.3,1.0,高楼层(共12层),1020,65565,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
凤城三村东区 ,44.25,0.0,高楼层(共6层),238,66667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
凤城二村 ,69.79,1.0,中楼层(共6层),295,102594,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
长白新城 ,91.29,1.0,高楼层(共10层),716,98587,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
珠江香樟园 ,134.3,1.0,高楼层(共25层),900,104245,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
合生江湾国际公寓 ,28.62,0.0,低楼层(共12层),1400,69532,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
长白三村 ,34.32,1.0,中楼层(共4层),199,80129,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
鞍山六村 ,40.9,1.0,中楼层(共5层),275,63326,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
国和二村 ,32.81,0.0,高楼层(共6层),259,83816,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
控江路1200弄 ,42.88,1.0,中楼层(共5层),275,59469,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
市光四村 ,43.58,1.0,高楼层(共6层),255,68839,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
怡佳苑 ,42.07,1.0,高楼层(共6层),300,58950,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
殷行路451弄 ,49.01,1.0,中楼层(共6层),248,58560,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
殷行一、二村 ,34.53,1.0,高楼层(共6层),287,82537,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
延吉二村 ,43.49,1.0,中楼层(共6层),285,56335,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
市光三村 ,73.35,1.0,高楼层(共6层),245,67485,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
吉浦小区 ,42.08,1.0,中楼层(共20层),495,59411,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
开鲁路382弄 ,42.4,1.0,高楼层(共6层),250,52359,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
民星一村 ,36.6,1.0,高楼层(共6层),222,64208,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
黑山小区 ,110.46,1.0,高楼层(共6层),235,76951,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
文化名园 ,43.38,1.0,高楼层(共6层),850,64546,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
国和一村 ,40.48,1.0,高楼层(共6层),280,64230,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
国和一村 ,63.56,1.0,高楼层(共6层),260,68125,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
开鲁四村 ,57.16,1.0,中楼层(共6层),433,62982,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
市光三村 ,50.13,1.0,高楼层(共6层),360,62837,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
工农三村 ,64.86,1.0,高楼层(共6层),315,62597,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
开鲁四村 ,84.74,1.0,高楼层(共6层),406,55818,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
工农二村 ,43.52,1.0,中楼层(共16层),473,66177,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
市光四村 ,86.52,1.0,低楼层(共6层),288,100555,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
恒阳花苑 ,79.11,1.0,中楼层(共26层),870,66996,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
市光一村 ,44.32,1.0,低楼层(共18层),530,65885,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
国和一村 ,36.85,1.0,高楼层(共6层),292,77341,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
眉州路515弄 ,23.86,0.0,低楼层(共7层),285,85918,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
鞍山三村 ,34.68,1.0,中楼层(共5层),205,92273,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
鞍山路215弄 ,43.4,1.0,高楼层(共5层),320,57143,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
市光三村 ,34.68,1.0,高楼层(共6层),248,92273,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
鞍山路215弄 ,55.1,1.0,高楼层(共5层),320,68059,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
延吉东路137弄 ,49.38,1.0,低楼层(共6层),375,64804,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
三门路510弄 ,48.77,1.0,中楼层(共7层),320,60283,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
殷行路310弄 ,41.33,1.0,高楼层(共6层),294,65328,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
市光一村 ,37.2,1.0,高楼层(共6层),270,67742,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
控江二村107弄小区 ,62.24,1.0,中楼层(共5层),252,65232,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
市京一村 ,35.09,1.0,高楼层(共6层),406,117983,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
密云小区 ,39.31,1.0,低楼层(共6层),414,73773,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
沧州路180弄 ,66.15,1.0,高楼层(共6层),290,95994,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
恒阳花苑 ,42.91,1.0,低楼层(共28层),635,62690,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
工农三村 ,31.67,1.0,高楼层(共6层),269,66309,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
鞍山三村 ,62.18,1.0,中楼层(共5层),210,57093,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
市光三村 ,50.5,1.0,高楼层(共6层),355,70298,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
控江西三村 ,105,1.0,低楼层(共6层),355,99524,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
长阳新苑 ,91.53,1.0,中楼层(共11层),1045,58451,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
市光一村 ,180.04,1.0,低楼层(共18层),535,82760,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
仁德苑 ,190.84,1.0,中楼层(共11层),1490,94320,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
新江湾城雍景苑 ,96.98,1.0,高楼层(共7层),1800,71974,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
幸福公寓 ,71.84,1.0,高楼层(共6层),698,68904,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
市光一村 ,120.06,1.0,高楼层(共6层),495,73297,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
南茶园 ,58.06,1.0,中楼层(共6层),880,68034,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
双辽路155弄 ,86.16,1.0,高楼层(共7层),395,128831,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
华润置地橡树湾 ,47.9,1.0,中楼层(共13层),1110,82464,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
秦家弄小区 ,49.91,1.0,低楼层(共7层),395,54098,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
水电新村 ,85.73,1.0,高楼层(共6层),270,98566,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
新江湾时代花园 ,71.98,0.0,中楼层(共6层),845,63629,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
内江二村 ,54.6,1.0,高楼层(共24层),458,76008,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
双阳路101弄 ,85.61,1.0,中楼层(共6层),415,96952,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
新江湾城雍景苑 ,139.42,1.0,低楼层(共12层),830,104003,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
和平花苑 ,139.42,1.0,低楼层(共33层),1450,104003,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
和平花苑 ,61.19,1.0,低楼层(共33层),1450,109169,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
同济新村 ,97.41,1.0,中楼层(共6层),668,71348,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
海鸿公寓 ,166.82,1.0,高楼层(共6层),695,119890,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
华润置地橡树湾 ,85.61,1.0,中楼层(共18层),2000,96952,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
新江湾城雍景苑 ,113.88,1.0,低楼层(共12层),830,88690,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
大运盛城 ,64.08,1.0,低楼层(共9层),1010,54620,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
殷行路430弄 ,104.73,1.0,高楼层(共7层),350,81162,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
安波路200弄 ,70.38,1.0,高楼层(共6层),850,58114,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
殷行一、二村 ,116,1.0,高楼层(共6层),409,107759,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
文化佳园 ,32.81,1.0,低楼层(共9层),1250,70101,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
控江四村 ,70.03,1.0,高楼层(共6层),230,74254,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
永久公寓 ,34.35,1.0,低楼层(共22层),520,74236,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
江浦路2009弄 ,60.55,1.0,高楼层(共7层),255,66062,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
市光四村 ,34.48,1.0,高楼层(共6层),400,72216,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
江浦路2009弄 ,68.63,1.0,高楼层(共7层),249,74166,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
双阳路604弄 ,87.34,1.0,高楼层(共7层),509,96176,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
新江湾时代花园 ,76.84,1.0,低楼层(共6层),840,71578,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
